data;id_venda;filial;vendedor;produto;cliente_nome;cliente_genero;forma_pagamento
2024-11-16 02:01:45.532492;239;Caxias do Sul;Mateus Kienzle;Tenis Nike;Annette Arnold;feminino;credito
2024-11-16 02:26:49.451663;240;São Paulo;Cassia Moraes;Tenis Fila;Angela Johnson;feminino;credito
2024-11-16 17:01:47.964810;241;São Paulo;Claudio Bueno;Tenis Fila;Eric Polk;masculino;boleto
2024-11-16 17:59:49.644540;242;Porto Alegre;Rodrigo Tadewald;Tenis Nike;John Stockburger;masculino;credito
2024-11-16 18:38:49.589956;243;São Paulo;Cassia Moraes;Tenis Fila;Jessica Bass;feminino;credito
2024-11-16 19:53:46.986390;244;Canoas;Luis Fernando;Tenis Adidas;Edmund Kania;masculino;credito
2024-11-16 20:42:48.538512;245;Porto Alegre;Luiza Cherobini;Tenis Nike;Grady Woolwine;masculino;credito
2024-11-16 22:55:46.594988;246;Porto Alegre;Luiza Cherobini;Tenis Nike;Dustin Dekle;masculino;credito
2024-11-17 00:39:48.332452;247;Florianópolis;Mario Sérgio;Tenis NB;Debra Andrews;feminino;credito
2024-11-17 01:25:48.301997;248;Lajeado;Adriano Soares;Tenis NB;Claire Chevarie;feminino;credito
2024-11-17 02:10:48.029774;249;Lajeado;Adriano Soares;Tenis Fila;Dale Sannicolas;masculino;credito
2024-11-17 02:52:47.979996;250;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Jean Lester;feminino;credito
2024-11-17 17:19:48.632100;251;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Nancy Boney;feminino;credito
2024-11-17 21:17:47.980369;252;Lajeado;Juliano Faccioni;Tenis NB;Ferdinand Mcelveen;masculino;credito
2024-11-17 21:53:45.833437;253;São Paulo;Claudio Bueno;Tenis Nike;Heidi Kaizer;feminino;pix
2024-11-17 22:22:48.839924;254;Canoas;Luis Fernando;Tenis NB;Cindy Tomlinson;feminino;credito
2024-11-17 23:26:48.245145;255;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Joseph Lesser;masculino;credito
2024-11-18 03:06:47.641824;256;Florianópolis;Mario Sérgio;Tenis NB;Richard Madina;masculino;credito
2024-11-18 17:00:46.753710;257;Porto Alegre;Rodrigo Tadewald;Tenis Adidas;Betty Steller;feminino;credito
2024-11-18 17:25:47.737281;258;Lajeado;Juliano Faccioni;Tenis Adidas;Nelson Aitken;masculino;pix
2024-11-18 20:18:46.776979;259;São Paulo;Cassia Moraes;Tenis Fila;Jackie Taylor;feminino;credito
2024-11-19 00:10:48.074001;260;São Paulo;Cassia Moraes;Tenis NB;Erika Scott;feminino;credito
2024-11-19 00:19:49.728565;261;Florianópolis;Mario Sérgio;Tenis Nike;Linda Burns;feminino;credito
2024-11-19 00:52:45.217328;262;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Carrie Hayes;feminino;boleto
2024-11-19 01:47:49.252257;263;Florianópolis;Mario Sérgio;Tenis Fila;Amanda Lim;feminino;credito
2024-11-19 16:21:49.233534;264;Porto Alegre;Luiza Cherobini;Tenis Adidas;Dennis Strohmayer;masculino;credito
2024-11-19 18:21:46.495337;265;São Paulo;Claudio Bueno;Tenis Nike;Kellie Hillebrandt;feminino;credito
2024-11-19 19:23:48.340789;266;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Filomena Le;feminino;credito
2024-11-20 00:32:49.394329;267;Canoas;Carlos Henrique;Tenis Fila;Angela Garza;feminino;credito
2024-11-20 01:28:49.483344;268;São Paulo;Claudio Bueno;Tenis Fila;William Middlebrook;masculino;credito
2024-11-20 02:15:46.021467;269;Lajeado;Adriano Soares;Tenis Fila;Marissa Brunner;feminino;credito
2024-11-20 20:18:48.831791;270;Porto Alegre;Luiza Cherobini;Tenis Adidas;Tomi Perez;feminino;credito
2024-11-20 20:20:45.704123;271;São Paulo;Cassia Moraes;Tenis Adidas;Christopher Powell;masculino;credito
2024-11-20 20:58:46.123881;272;Florianópolis;Mario Sérgio;Tenis Nike;Leon Casey;masculino;pix
2024-11-20 22:20:45.956995;273;Porto Alegre;Luiza Cherobini;Tenis Adidas;Judith Redd;feminino;credito
2024-11-20 22:46:45.273666;274;São Paulo;Cassia Moraes;Tenis Nike;Joseph Freeman;masculino;credito
2024-11-21 00:21:46.753288;275;Canoas;Carlos Henrique;Tenis NB;Regina Long;feminino;credito
2024-11-21 01:43:47.865861;276;São Paulo;Claudio Bueno;Tenis Nike;Lola Hallquist;feminino;credito
2024-11-21 17:23:46.545819;277;Florianópolis;Mario Sérgio;Tenis NB;Gene Rinderer;masculino;pix
2024-11-21 18:32:45.673963;278;Florianópolis;Mario Sérgio;Tenis Nike;Harry Lewis;masculino;credito
2024-11-21 22:00:47.386278;279;São Paulo;Claudio Bueno;Tenis Fila;Fay Jones;feminino;credito
2024-11-21 22:29:47.291297;280;São Paulo;Claudio Bueno;Tenis Fila;Jonathan Nieto;masculino;credito
2024-11-21 23:01:48.596011;281;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Garrett Harris;masculino;credito
2024-11-21 23:21:46.443111;282;Canoas;Luis Fernando;Tenis Nike;Rhea Perkins;feminino;boleto
2024-11-22 01:03:46.150670;283;Lajeado;Adriano Soares;Tenis Fila;Vaughn Benson;masculino;credito
2024-11-22 16:20:45.301711;284;Canoas;Carlos Henrique;Tenis Nike;Jessica Causey;feminino;credito
2024-11-22 17:10:47.753948;285;Florianópolis;Claudia dos Santos;Tenis Nike;Angel Watkins;masculino;boleto
2024-11-22 19:45:46.674357;286;Lajeado;Juliano Faccioni;Tenis NB;Roslyn Worthley;feminino;credito
2024-11-22 19:52:49.082519;287;Florianópolis;Mario Sérgio;Tenis Adidas;William Kerr;masculino;credito
2024-11-22 19:54:48.220158;288;Canoas;Carlos Henrique;Tenis Fila;Debra Mcclellan;feminino;pix
2024-11-22 22:43:48.292424;289;Lajeado;Adriano Soares;Tenis NB;Robert Woodruff;masculino;credito
2024-11-22 23:07:48.737999;290;Porto Alegre;Rodrigo Tadewald;Tenis NB;Carol Barksdale;feminino;credito
2024-11-23 01:48:47.709135;291;Canoas;Luis Fernando;Tenis NB;Jon Richardson;masculino;credito
2024-11-23 17:38:47.957944;292;Canoas;Carlos Henrique;Tenis Nike;Jack Robertson;masculino;credito
2024-11-23 19:55:48.390570;293;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;John Prudhomme;masculino;boleto
2024-11-23 21:21:49.400862;294;Porto Alegre;Luiza Cherobini;Tenis Fila;Manuel Zachary;masculino;credito
2024-11-23 23:01:49.110468;295;Porto Alegre;Luiza Cherobini;Tenis NB;Louise Mashburn;feminino;pix
2024-11-23 23:50:48.931811;296;Caxias do Sul;Mateus Kienzle;Tenis NB;Martin Garrett;masculino;credito
2024-11-24 01:28:45.870405;297;Canoas;Carlos Henrique;Tenis Nike;Peter Sanchez;masculino;credito
2024-11-24 16:34:48.366867;298;Lajeado;Adriano Soares;Tenis NB;Amber Perrigan;feminino;credito
2024-11-24 19:17:49.367351;299;Florianópolis;Claudia dos Santos;Tenis Fila;Dorothy Stone;feminino;pix
2024-11-24 19:25:47.314965;300;Florianópolis;Mario Sérgio;Tenis Nike;Catherine Hawkins;feminino;credito
2024-11-24 19:44:47.128719;301;Florianópolis;Mario Sérgio;Tenis Adidas;Jeffrey Barone;masculino;boleto
2024-11-24 20:17:46.440587;302;Porto Alegre;Luiza Cherobini;Tenis Nike;Vanessa Stanfield;feminino;credito
2024-11-24 21:30:49.451743;303;Canoas;Carlos Henrique;Tenis Adidas;Margareta Brown;feminino;credito
2024-11-24 22:42:46.056401;304;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Donna Laroche;feminino;credito
2024-11-24 22:53:45.541169;305;Florianópolis;Mario Sérgio;Tenis Nike;Howard Mccreary;masculino;credito
2024-11-24 23:11:46.696821;306;São Paulo;Cassia Moraes;Tenis Fila;Willie Mcquirk;masculino;pix
2024-11-24 23:36:47.469165;307;Lajeado;Juliano Faccioni;Tenis NB;Sandra Dickhoff;feminino;credito
2024-11-24 23:38:46.821504;308;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Christopher Dinapoli;masculino;credito
2024-11-25 01:20:45.934615;309;Florianópolis;Mario Sérgio;Tenis NB;Hubert Jodha;masculino;credito
2024-11-25 02:15:49.543406;310;Lajeado;Juliano Faccioni;Tenis Fila;Jerry Marc;masculino;credito
2024-11-25 02:18:45.502635;311;Canoas;Luis Fernando;Tenis Nike;Rita White;feminino;credito
2024-11-25 02:25:46.446982;312;Canoas;Carlos Henrique;Tenis NB;Lourdes Mckay;feminino;credito
2024-11-25 02:44:47.641716;313;Lajeado;Juliano Faccioni;Tenis Nike;Kenneth Griffin;masculino;pix
2024-11-25 19:28:48.910965;314;Porto Alegre;Rodrigo Tadewald;Tenis Fila;Patricia Lamb;feminino;credito
2024-11-25 19:50:49.511158;315;São Paulo;Cassia Moraes;Tenis Nike;Susan Nowakowski;feminino;credito
2024-11-25 20:34:48.841636;316;Florianópolis;Claudia dos Santos;Tenis Fila;Sam Culhane;masculino;credito
2024-11-25 23:25:47.739890;317;Florianópolis;Mario Sérgio;Tenis Nike;Stephanie Sun;feminino;credito
2024-11-26 00:29:45.794895;318;Lajeado;Juliano Faccioni;Tenis Fila;Michael John;masculino;credito
2024-11-26 02:16:47.361020;319;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Kenneth Blake;masculino;credito
2024-11-26 19:32:45.232435;320;Porto Alegre;Luiza Cherobini;Tenis Adidas;Tammie Cutter;feminino;credito
2024-11-26 20:44:47.436885;321;Lajeado;Juliano Faccioni;Tenis Adidas;Adam Castaneda;masculino;pix
2024-11-26 21:55:49.329969;322;Florianópolis;Mario Sérgio;Tenis NB;Lisa Seefeldt;feminino;credito
2024-11-26 23:42:48.834299;323;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Frederick Gray;masculino;credito
2024-11-26 23:49:46.832960;324;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Clint Harless;masculino;credito
2024-11-27 00:23:47.920445;325;Canoas;Carlos Henrique;Tenis Nike;Sheryl Brown;feminino;pix
2024-11-27 00:42:47.782774;326;Lajeado;Adriano Soares;Tenis Nike;Clara Martinez;feminino;credito
2024-11-27 01:13:46.294842;327;Lajeado;Juliano Faccioni;Tenis Fila;Gerald Barth;masculino;credito
2024-11-27 03:00:47.766822;328;Caxias do Sul;Mateus Kienzle;Tenis NB;Jeffrey Pennell;masculino;credito
2024-11-27 18:34:46.369069;329;Caxias do Sul;Mateus Kienzle;Tenis Fila;Sharon Dekker;feminino;pix
2024-11-27 18:46:46.172399;330;Porto Alegre;Luiza Cherobini;Tenis Adidas;Michael Armstead;masculino;credito
2024-11-27 20:27:45.476537;331;São Paulo;Cassia Moraes;Tenis Nike;Linda Knaebel;feminino;boleto
2024-11-27 21:41:48.333070;332;Lajeado;Juliano Faccioni;Tenis NB;Colleen Mahaffey;feminino;credito
2024-11-27 22:48:45.892029;333;Canoas;Carlos Henrique;Tenis Fila;Maureen Bartell;feminino;pix
2024-11-27 23:46:45.130442;334;Canoas;Carlos Henrique;Tenis NB;Richard House;masculino;credito
2024-11-28 16:20:49.191702;335;Lajeado;Adriano Soares;Tenis Nike;Michele Sonderegger;feminino;credito
2024-11-28 16:59:49.745386;336;Caxias do Sul;Mateus Kienzle;Tenis Nike;Charles Forbes;masculino;credito
2024-11-28 17:03:49.109882;337;Florianópolis;Mario Sérgio;Tenis Nike;Jeff Zapata;masculino;pix
2024-11-28 17:16:49.212295;338;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Calvin Williams;masculino;boleto
2024-11-28 18:14:48.938041;339;Porto Alegre;Rodrigo Tadewald;Tenis Nike;Marguerite Proulx;feminino;pix
2024-11-28 19:01:46.514036;340;Florianópolis;Mario Sérgio;Tenis NB;Suzanna Hannah;feminino;credito
2024-11-28 19:41:46.805176;341;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Raul Mcginnes;masculino;credito
2024-11-28 23:10:49.582039;342;São Paulo;Claudio Bueno;Tenis Adidas;Lester Baugh;masculino;credito
2024-11-29 00:24:47.831105;343;Canoas;Luis Fernando;Tenis Nike;Jennifer Papineau;feminino;credito
2024-11-29 01:00:49.336903;344;Canoas;Carlos Henrique;Tenis Adidas;Milton Heasley;masculino;boleto
2024-11-29 01:55:47.258261;345;São Paulo;Claudio Bueno;Tenis Nike;Herbert Martin;masculino;boleto
2024-11-29 23:04:49.490144;346;Florianópolis;Claudia dos Santos;Tenis Fila;Ashley Spann;masculino;credito
2024-11-29 23:15:45.431016;347;São Paulo;Cassia Moraes;Tenis Adidas;Leanna Chenoweth;feminino;credito
2024-11-30 00:09:49.493091;348;Porto Alegre;Luiza Cherobini;Tenis Nike;Susan Sharp;feminino;credito
2024-11-30 00:29:48.834079;349;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Chris Harrell;masculino;credito
2024-11-30 00:41:46.135365;350;Lajeado;Adriano Soares;Tenis Nike;Marisol Dean;feminino;credito
2024-11-30 01:46:48.604951;351;Florianópolis;Mario Sérgio;Tenis Nike;Mark Snyder;masculino;credito
2024-11-30 01:49:47.401228;352;Lajeado;Adriano Soares;Tenis Nike;Patricia Jones;feminino;credito
2024-11-30 16:25:47.178254;353;São Paulo;Claudio Bueno;Tenis Nike;Rosalind Lewis;feminino;credito
2024-11-30 16:44:46.173402;354;Lajeado;Juliano Faccioni;Tenis Adidas;Juan Buckwalter;masculino;credito
2024-11-30 17:42:46.080720;355;Canoas;Luis Fernando;Tenis Adidas;Doris Hall;feminino;credito
2024-11-30 18:58:46.452562;356;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Rosemarie Ward;feminino;credito
2024-11-30 21:23:47.172237;357;São Paulo;Cassia Moraes;Tenis Adidas;Amanda Wood;feminino;pix
2024-12-01 00:44:48.365687;358;Canoas;Carlos Henrique;Tenis Nike;Terry Loya;feminino;credito
2024-12-01 17:06:47.709267;359;Canoas;Luis Fernando;Tenis Nike;Juanita Short;feminino;credito
2024-12-01 17:11:48.450330;360;Canoas;Luis Fernando;Tenis Adidas;Ruben Rivera;masculino;pix
2024-12-01 19:10:48.825744;361;Canoas;Luis Fernando;Tenis NB;Jo Jacobs;feminino;credito
2024-12-01 20:09:45.254171;362;Canoas;Luis Fernando;Tenis Fila;Derek Harbison;masculino;credito
2024-12-01 20:11:49.745685;363;São Paulo;Claudio Bueno;Tenis Fila;Nydia Mcdowell;feminino;credito
2024-12-01 23:10:46.512679;364;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Sylvia Chaves;feminino;credito
2024-12-02 16:40:48.745331;365;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Margaret Calderin;feminino;credito
2024-12-02 17:48:47.462180;366;Canoas;Luis Fernando;Tenis Adidas;Eric Delgado;masculino;credito
2024-12-02 19:09:48.614520;367;Florianópolis;Mario Sérgio;Tenis NB;Seth Callihan;masculino;credito
2024-12-02 19:29:48.563974;368;Caxias do Sul;Mateus Kienzle;Tenis Fila;Betty Dyer;feminino;credito
2024-12-03 23:01:45.357333;369;Canoas;Luis Fernando;Tenis Nike;Bryon Bishop;masculino;credito
2024-12-04 16:51:46.937563;370;São Paulo;Claudio Bueno;Tenis NB;Annie Turpin;feminino;boleto
2024-12-04 19:40:47.186177;371;Caxias do Sul;Mateus Kienzle;Tenis Nike;Edna Butler;feminino;pix
2024-12-05 00:41:47.691478;372;Lajeado;Juliano Faccioni;Tenis NB;Clara Bryan;feminino;pix
2024-12-05 01:43:46.344352;373;Caxias do Sul;Mateus Kienzle;Tenis NB;Timothy Evans;masculino;pix
2024-12-05 02:27:47.502214;374;Florianópolis;Claudia dos Santos;Tenis Adidas;Leisa Jackson;feminino;credito
2024-12-05 03:14:49.747226;375;Canoas;Luis Fernando;Tenis Adidas;Goldie Yamashiro;feminino;credito
2024-12-05 17:13:45.268242;376;Florianópolis;Claudia dos Santos;Tenis NB;Heather Herndon;feminino;boleto
2024-12-05 18:33:46.559895;377;Porto Alegre;Luiza Cherobini;Tenis NB;Brandi Monarez;feminino;boleto
2024-12-05 19:29:49.106918;378;Lajeado;Juliano Faccioni;Tenis Fila;Heather Dement;feminino;credito
2024-12-05 20:57:45.995246;379;Florianópolis;Mario Sérgio;Tenis Nike;Ryan Johnston;masculino;credito
2024-12-05 23:41:46.788272;380;Florianópolis;Mario Sérgio;Tenis Fila;Abby Goers;feminino;credito
2024-12-06 00:26:48.313123;381;Lajeado;Adriano Soares;Tenis Nike;Tyler Stapleton;masculino;credito
2024-12-06 01:21:46.173257;382;São Paulo;Cassia Moraes;Tenis Nike;Benjamin Nelson;masculino;credito
2024-12-06 01:42:47.361210;383;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Marguerite Brewer;feminino;credito
2024-12-06 18:58:46.441905;384;Porto Alegre;Rodrigo Tadewald;Tenis NB;Janice Cottle;feminino;credito
2024-12-06 19:05:48.989469;385;Florianópolis;Claudia dos Santos;Tenis Fila;Roy Morrow;masculino;credito
2024-12-06 20:10:48.174592;386;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;William Inguardsen;masculino;credito
2024-12-06 20:39:45.355025;387;São Paulo;Cassia Moraes;Tenis Fila;Patricia Holder;feminino;credito
2024-12-06 22:09:47.049978;388;Porto Alegre;Luiza Cherobini;Tenis Nike;John Farina;masculino;credito
2024-12-06 22:10:46.307603;389;Florianópolis;Claudia dos Santos;Tenis NB;Joey Miranda;masculino;credito
2024-12-06 22:36:46.793920;390;Canoas;Luis Fernando;Tenis Adidas;Bernard Than;masculino;credito
2024-12-07 00:19:48.483974;391;Porto Alegre;Luiza Cherobini;Tenis Nike;Donald Rubens;masculino;credito
2024-12-07 01:16:49.452547;392;Canoas;Carlos Henrique;Tenis Adidas;Jessica Vasquez;feminino;boleto
2024-12-07 03:06:45.823392;393;Florianópolis;Mario Sérgio;Tenis Fila;Brian Strawn;masculino;credito
2024-12-07 17:49:46.608608;394;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Frank Mock;masculino;credito
2024-12-07 19:04:49.369232;395;Caxias do Sul;Mateus Kienzle;Tenis NB;Awilda Moss;feminino;credito
2024-12-07 20:55:48.564888;396;Florianópolis;Claudia dos Santos;Tenis Fila;Judith Keen;feminino;credito
2024-12-07 23:43:49.081147;397;Caxias do Sul;Mateus Kienzle;Tenis Adidas;Timothy Murphy;masculino;boleto
2024-12-08 00:22:45.059152;398;Lajeado;Adriano Soares;Tenis Adidas;Paul Sandy;masculino;boleto
2024-12-08 00:44:48.839130;399;Lajeado;Adriano Soares;Tenis NB;Anthony Gandy;masculino;credito
2024-12-08 16:29:49.149733;400;Florianópolis;Claudia dos Santos;Tenis Adidas;Shelly Hargrove;feminino;credito
2024-12-08 17:57:48.595708;401;Porto Alegre;Luiza Cherobini;Tenis Nike;Marjorie Adams;feminino;credito
2024-12-08 19:28:47.763309;402;Florianópolis;Mario Sérgio;Tenis Fila;Molly Kimberlin;feminino;credito
2024-12-08 19:31:48.711948;403;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Donald Ward;masculino;pix
2024-12-08 20:05:48.051261;404;São Paulo;Cassia Moraes;Tenis NB;Dani Levy;feminino;credito
2024-12-08 21:20:49.451057;405;Porto Alegre;Luiza Cherobini;Tenis Nike;Karen Sorensen;feminino;pix
2024-12-08 23:49:46.143631;406;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Antony Seegmiller;masculino;credito
2024-12-09 16:25:48.554135;407;Florianópolis;Mario Sérgio;Tenis Nike;Max Green;masculino;credito
2024-12-09 18:40:48.271313;408;Florianópolis;Mario Sérgio;Tenis Nike;Michael Lalinde;masculino;credito
2024-12-09 20:27:45.356859;409;Florianópolis;Mario Sérgio;Tenis Adidas;Gregory Messer;masculino;credito
2024-12-09 21:48:45.172688;410;Florianópolis;Claudia dos Santos;Tenis Fila;Kenneth Fisch;masculino;credito
2024-12-10 00:33:46.209900;411;Lajeado;Juliano Faccioni;Tenis Nike;Xochitl Spegal;feminino;credito
2024-12-10 02:28:48.225440;412;Florianópolis;Claudia dos Santos;Tenis Fila;James Worley;masculino;credito
2024-12-10 03:10:46.290911;413;Florianópolis;Mario Sérgio;Tenis Nike;Lauren Wilson;feminino;credito
2024-12-10 18:31:46.758731;414;Porto Alegre;Luiza Cherobini;Tenis NB;Joyce Pfaff;feminino;boleto
2024-12-10 19:15:46.942476;415;São Paulo;Cassia Moraes;Tenis Nike;Sherry Lalk;feminino;credito
2024-12-10 19:27:47.188484;416;São Paulo;Cassia Moraes;Tenis Nike;Derrick Parent;masculino;credito
2024-12-10 20:08:48.897996;417;Canoas;Luis Fernando;Tenis Fila;Jennifer Niles;feminino;pix
2024-12-10 20:13:46.389628;418;São Paulo;Claudio Bueno;Tenis Fila;Brett Shipman;masculino;credito
2024-12-10 20:21:47.967499;419;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Leanne Figueredo;feminino;credito
2024-12-11 00:12:45.993872;420;Caxias do Sul;Rodrigo Vanzeloti;Tenis Nike;Sarah Mcgough;feminino;credito
2024-12-11 01:18:49.232275;421;São Paulo;Cassia Moraes;Tenis NB;Robert Weddle;masculino;credito
2024-12-11 01:51:48.448613;422;São Paulo;Cassia Moraes;Tenis Fila;Cindy Weaver;feminino;pix
2024-12-11 02:25:48.213819;423;Caxias do Sul;Rodrigo Vanzeloti;Tenis Adidas;Anne Coons;feminino;credito
2024-12-11 03:02:49.391157;424;Caxias do Sul;Rodrigo Vanzeloti;Tenis Fila;Annie Lowrey;feminino;credito
2024-12-11 17:17:45.446377;425;Porto Alegre;Rodrigo Tadewald;Tenis NB;Holly Goodlett;feminino;credito
2024-12-11 17:23:49.612755;426;Porto Alegre;Luiza Cherobini;Tenis Fila;Peter Herndon;masculino;credito
2024-12-11 18:11:49.146579;427;Florianópolis;Claudia dos Santos;Tenis Fila;Jody Shultz;feminino;credito
2024-12-11 19:04:49.392763;428;Caxias do Sul;Mateus Kienzle;Tenis NB;Nathaniel Bowers;masculino;pix
2024-12-11 20:02:45.360536;429;Florianópolis;Mario Sérgio;Tenis Adidas;John Saska;masculino;credito
2024-12-11 20:23:46.008472;430;São Paulo;Claudio Bueno;Tenis NB;Vivian Gaynor;feminino;pix
2024-12-12 16:41:45.055262;431;Porto Alegre;Luiza Cherobini;Tenis NB;Mary Holman;feminino;boleto
2024-12-12 18:33:47.729261;432;Lajeado;Juliano Faccioni;Tenis NB;Russell Brayton;masculino;credito
2024-12-12 20:03:45.978757;433;Lajeado;Juliano Faccioni;Tenis NB;Esther Garrison;feminino;credito
2024-12-12 21:58:45.188353;434;Canoas;Carlos Henrique;Tenis NB;Kimberly Smith;feminino;boleto
2024-12-12 22:06:49.370104;435;Caxias do Sul;Rodrigo Vanzeloti;Tenis NB;Daniel Gade;masculino;credito
2024-12-12 22:16:47.163492;436;Lajeado;Juliano Faccioni;Tenis Adidas;Robert Martinez;masculino;credito
2024-12-13 00:27:49.575338;437;Florianópolis;Claudia dos Santos;Tenis Fila;Robert Koch;masculino;credito
2024-12-13 02:43:47.430405;438;São Paulo;Claudio Bueno;Tenis NB;Jewel Warren;feminino;credito
2024-12-13 02:51:47.360770;439;São Paulo;Cassia Moraes;Tenis Nike;Benny Rogers;masculino;pix
2024-12-13 17:28:44.959838;440;Lajeado;Juliano Faccioni;Tenis Adidas;George Pires;masculino;pix
2024-12-13 17:28:46.179447;441;São Paulo;Cassia Moraes;Tenis NB;Robert Brown;masculino;credito
2024-12-13 17:31:49.109100;442;Lajeado;Adriano Soares;Tenis Fila;Mario Thigpen;masculino;credito
2024-12-13 19:13:47.850596;443;São Paulo;Cassia Moraes;Tenis Nike;Laura Naish;feminino;credito
2024-12-13 19:52:49.474182;444;São Paulo;Cassia Moraes;Tenis Adidas;Bertha Lundquist;feminino;credito
2024-12-13 20:27:49.212160;445;Canoas;Carlos Henrique;Tenis NB;Elizabeth Thompson;feminino;credito
2024-12-13 20:44:47.915418;446;Porto Alegre;Luiza Cherobini;Tenis NB;Emma Brown;feminino;credito
2024-12-13 22:37:45.897487;447;Porto Alegre;Luiza Cherobini;Tenis Nike;Randy Ragan;masculino;credito
2024-12-13 22:53:48.885021;448;Florianópolis;Mario Sérgio;Tenis NB;Jared Klemke;masculino;credito
2024-12-14 00:40:48.943560;449;Porto Alegre;Luiza Cherobini;Tenis Fila;Ta Rodriguez;feminino;credito
2024-12-14 01:58:48.438279;450;Porto Alegre;Rodrigo Tadewald;Tenis NB;Della Stonge;feminino;credito
